,playerId,recYards,combineId,combineYear,combinePosition,combineHeight,combineWeight,combineHand,nameFirst,nameLast,nameFull,position,collegeId,nflId,college,heightInches,weight,dob,ageAtDraft,playerProfileUrl,homeCity,homeState,homeCountry,highSchool,hsCity,hsState,hsCountry,combineArm,combine40yd,combineVert,combineBench,combineShuttle,combineBroad,combine3cone,combine60ydShuttle,combineWonderlic,draft
659,20100060,11058,17297,2010,WR,70.25,199,,Golden,Tate,Golden Tate,WR,46556.0,497326,Notre Dame,70.0,197.0,1988-08-02,21.734246575342464,http://www.nfl.com/player/GoldenTate/497326/profile,Nashville,TN,USA,Pope John Paul II HS,Hendersonville,TN,USA,,4.42,35.0,17.0,4.34,120.0,7.12,,,2010
661,20100077,1221,17326,2010,WR,72.63,197,,Damian,Williams,Damian Williams,WR,90089.0,497336,USC,73.0,193.0,1988-05-26,21.92054794520548,http://www.nfl.com/player/DamianWilliams/497336/profile,Dallas,TX,USA,Springdale HS,,AR,USA,,4.52,38.0,19.0,4.24,118.0,6.79,,,2010
662,20100078,7126,17197,2010,WR,74.5,211,,Brandon,LaFell,Brandon LaFell,WR,70803.0,497302,Louisiana State,75.0,210.0,1986-11-04,23.47945205479452,http://www.nfl.com/player/BrandonLaFell/497302/profile,Houston,TX,USA,Mirabeau B. Lamar HS,Houston,TX,USA,,4.58,36.0,,4.23,115.0,6.81,,,2010
663,20100082,10629,17275,2010,WR,70.88,186,,Emmanuel,Sanders,Emmanuel Sanders,WR,75205.0,497322,Southern Methodist,71.0,180.0,1987-03-17,23.115068493150684,http://www.nfl.com/player/EmmanuelSanders/497322/profile,Bellville,TX,USA,Bellville HS,,TX,USA,,4.4,39.5,12.0,4.1,126.0,6.64,,,2010
664,20100084,2190,17283,2010,WR,71.25,193,,Jordan,Shipley,Jordan Shipley,WR,78712.0,497324,Texas,72.0,188.0,1985-12-23,24.34520547945205,http://www.nfl.com/player/JordanShipley/497324/profile,Temple,TX,USA,Rotan HS,,TX,USA,,4.6,36.5,16.0,,116.0,,,,2010
666,20100087,6550,17127,2010,WR,75.13,217,,Eric,Decker,Eric Decker,WR,55455.0,497284,Minnesota,75.0,214.0,1987-03-15,23.12054794520548,http://www.nfl.com/player/EricDecker/497284/profile,Cold Spring,MN,USA,Rocori HS,Cold Spring,MN,USA,,4.54,,15.0,,,,,,2010
667,20100088,2684,17267,2010,WR,70.88,195,,Andre,Roberts,Andre Roberts,WR,29409.0,497320,Citadel,71.0,195.0,1988-01-09,22.2986301369863,http://www.nfl.com/player/AndreRoberts/497320/profile,Columbia,SC,USA,Spring Valley HS,Columbia,SC,USA,,4.4,36.0,15.0,4.15,120.0,6.77,,,2010
668,20100090,243,17262,2010,WR,72.38,204,,Taylor,Price,Taylor Price,WR,45701.0,497316,Ohio,73.0,195.0,1987-10-08,22.553424657534247,http://www.nfl.com/player/TaylorPrice/497316/profile,Hilliard,OH,USA,Hilliard Darby HS,Hilliard,OH,USA,,4.4,37.0,16.0,4.34,114.0,6.82,,,2010
671,20100099,258,17151,2010,WR,71.88,187,,Mardy,Gilyard,Mardy Gilyard,WR,45221.0,497292,Cincinnati,71.0,194.0,1986-12-02,23.4027397260274,http://www.nfl.com/player/MardyGilyard/497292/profile,Daytona Beach,FL,USA,Flagler-Palm Coast HS,,FL,USA,,4.61,39.0,,4.4,116.0,6.92,,,2010
672,20100101,4116,17330,2010,WR,73.5,221,,Mike,Williams,Mike Williams,WR,13244.0,2508048,Syracuse,74.0,212.0,1987-05-18,22.945205479452056,http://www.nfl.com/player/MikeWilliams/2508048/profile,Buffalo,NY,USA,Riverside HS,Buffalo,NY,USA,,4.53,33.5,8.0,4.31,116.0,6.9,,,2010
673,20100107,0,17137,2010,WR,74.75,210,,Marcus,Easley,Marcus Easley,WR,6269.0,497286,Connecticut,74.0,217.0,1987-11-02,22.484931506849318,http://www.nfl.com/player/MarcusEasley/497286/profile,Bridgeport,CT,USA,Bunnell HS,Stratford,CT,USA,,4.39,34.0,16.0,4.6,123.0,6.94,,,2010
674,20100108,1815,17141,2010,WR,68.88,186,,Jacoby,Ford,Jacoby Ford,WR,29631.0,497288,Clemson,69.0,190.0,1987-07-27,22.753424657534246,http://www.nfl.com/player/JacobyFord/497288/profile,West Palm Beach,FL,USA,Fork Union Military Academy,,VA,USA,,4.22,33.5,15.0,4.44,115.0,7.0,,,2010
682,20100156,474,17264,2010,WR,72.13,191,,David,Reed,David Reed,WR,84112.0,497318,Utah,72.0,190.0,1987-03-22,23.101369863013694,http://www.nfl.com/player/DavidReed/497318/profile,Dubuque,IA,USA,New London HS,,CT,USA,,4.56,37.0,15.0,4.38,114.0,6.95,,,2010
683,20100159,2739,17120,2010,WR,75.38,222,,Riley,Cooper,Riley Cooper,WR,32611.0,497282,Florida,75.0,222.0,1987-09-09,22.63287671232877,http://www.nfl.com/player/RileyCooper/497282/profile,Oklahoma City,OK,USA,Central Catholic HS,Clearwater,FL,USA,,4.53,33.0,,,114.0,,,,2010
686,20100165,102,17227,2010,WR,74.13,224,,Kerry,Meier,Kerry Meier,WR,66045.0,497308,Kansas,75.0,220.0,1986-11-12,23.457534246575342,http://www.nfl.com/player/KerryMeier/497308/profile,Pittsburg,KS,USA,,,,,,4.62,35.0,13.0,4.23,115.0,,,,2010
688,20100177,99,17231,2010,WR,74.88,215,,Carlton,Mitchell,Carlton Mitchell,WR,33620.0,497310,South Florida,75.0,215.0,1988-04-06,22.057534246575344,http://www.nfl.com/player/CarltonMitchell/497310/profile,Gainesville,FL,USA,Gaither HS,Tampa,FL,USA,,4.46,36.0,16.0,4.55,122.0,6.96,,,2010
692,20100191,687,17083,2010,WR,74.0,207,,Dezmon,Briscoe,Dezmon Briscoe,WR,66045.0,497274,Kansas,74.0,210.0,1989-08-31,20.654794520547945,http://www.nfl.com/player/DezmonBriscoe/497274/profile,Dallas,TX,USA,Cedar Hill HS,,TX,USA,,4.66,33.0,9.0,4.57,115.0,7.1,,,2010
694,20100195,13407,17085,2010,WR,70.13,186,,Antonio,Brown,Antonio Brown,WR,48858.0,2508061,Central Michigan,70.0,181.0,1988-07-10,21.797260273972604,http://www.nfl.com/player/AntonioBrown/2508061/profile,Miami,FL,USA,NC Tech Prepatory Christian Academy,,NC,USA,,4.56,33.5,13.0,4.18,105.0,6.98,,,2010
695,20100198,1737,17148,2010,WR,75.0,217,,David,Gettis,David Gettis,WR,76706.0,497290,Baylor,75.0,220.0,1987-08-27,22.66849315068493,http://www.nfl.com/player/DavidGettis/497290/profile,Cherry Point,NC,USA,Susan Miller Dorsey HS,Los Angeles,CA,USA,,4.43,34.5,15.0,4.41,124.0,6.94,,,2010
697,20100206,183,17329,2010,WR,70.0,188,,Kyle,Williams,Kyle Williams,WR,85287.0,2508027,Arizona State,70.0,186.0,1988-07-19,21.77260273972603,http://www.nfl.com/player/KyleWilliams/2508027/profile,San Jose,CA,USA,Chaparral HS,Scottsdale,AZ,USA,,4.4,33.0,11.0,4.19,118.0,7.0,,,2010
701,20110004,8182,17440,2011,WR,75.63,211,,A.J.,Green,A.J. Green,WR,30602.0,2495450,Georgia,76.0,210.0,1988-07-31,22.756164383561643,http://www.nfl.com/player/A.J.Green/2495450/profile,Ridgeville,SC,USA,Summerville HS,,SC,USA,,4.48,34.5,18.0,4.21,126.0,6.91,,10.0,2011
702,20110006,14066,17484,2011,WR,74.75,220,,Julio,Jones,Julio Jones,WR,35487.0,2495454,Alabama,75.0,220.0,1989-02-03,22.24383561643836,http://www.nfl.com/player/JulioJones/2495454/profile,Foley,AL,USA,Foley HS,,AL,USA,,4.34,38.5,17.0,4.25,135.0,6.66,,,2011
712,20110058,4924,17595,2011,WR,72.88,204,,Torrey,Smith,Torrey Smith,WR,20740.0,2495459,Maryland,72.0,205.0,1989-01-26,22.265753424657536,http://www.nfl.com/player/TorreySmith/2495459/profile,Richmond,VA,USA,Stafford Senior HS,,VA,USA,,4.41,41.0,19.0,4.13,126.0,6.72,,,2011
713,20110059,462,17503,2011,WR,74.5,231,,Greg,Little,Greg Little,WR,27599.0,2495192,North Carolina,74.0,220.0,1989-05-30,21.926027397260277,http://www.nfl.com/player/GregLittle/2495192/profile,Durham,NC,USA,Hillside HS,Durham,NC,USA,,4.51,40.5,27.0,4.21,129.0,6.8,,,2011
715,20110064,8683,17401,2011,WR,70.25,191,,Randall,Cobb,Randall Cobb,WR,40506.0,2495448,Kentucky,70.0,192.0,1990-08-22,20.695890410958903,http://www.nfl.com/player/RandallCobb/2495448/profile,Maryville,TN,USA,Alcoa HS,,TN,USA,,4.46,33.5,16.0,4.34,115.0,7.08,,,2011
719,20110078,501,17548,2011,WR,74.63,209,,Austin,Pettis,Austin Pettis,WR,83725.0,2495212,Boise State,75.0,203.0,1988-02-08,23.232876712328768,http://www.nfl.com/player/AustinPettis/2495212/profile,Los Angeles,CA,USA,Lutheran HS-Orange County,,CA,USA,,4.56,33.5,14.0,3.88,120.0,6.68,,,2011
720,20110079,0,17447,2011,WR,73.5,209,,Leonard,Hankerson,Leonard Hankerson,WR,33124.0,2495158,Miami (FL),74.0,211.0,1989-01-30,22.254794520547943,http://www.nfl.com/player/LeonardHankerson/2495158/profile,Fort Lauderdale,FL,USA,St. Thomas Aquinas HS,Fort Lauderdale,FL,USA,,4.4,36.0,14.0,4.21,117.0,6.94,,,2011
721,20110082,354,17378,2011,WR,71.25,187,,Vincent,Brown,Vincent Brown,WR,92115.0,2508115,San Diego State,71.0,190.0,1989-01-25,22.26849315068493,http://www.nfl.com/player/VincentBrown/2508115/profile,Upland,CA,USA,Rancho Cucamonga HS,,CA,USA,,4.68,33.5,12.0,4.25,121.0,6.64,,,2011
722,20110083,309,17478,2011,WR,68.88,185,,Jerrel,Jernigan,Jerrel Jernigan,WR,36082.0,2495179,Troy (AL),68.0,189.0,1989-06-14,21.88493150684932,http://www.nfl.com/player/JerrelJernigan/2495179/profile,Midway,AL,USA,Eufaula HS,,AL,USA,,4.46,37.5,11.0,4.25,117.0,7.07,,,2011
727,20110111,348,17433,2011,WR,71.75,192,,Edmond,Gates,Edmond Gates,WR,79699.0,2495284,Abilene Christian (TX),72.0,197.0,1986-06-13,24.89041095890411,http://www.nfl.com/player/EdmondGates/2495284/profile,Vernon,TX,USA,Vernon HS,,TX,USA,,4.31,40.0,16.0,,131.0,,,,2011
728,20110112,684,17572,2011,WR,73.13,210,,Greg,Salas,Greg Salas,WR,96813.0,2495223,Hawaii,74.0,210.0,1988-08-25,22.687671232876717,http://www.nfl.com/player/GregSalas/2495223/profile,Chino,CA,USA,Chino HS,,CA,USA,,4.53,37.0,15.0,4.1,120.0,6.65,,,2011
729,20110114,1791,17587,2011,WR,71.75,205,,Cecil,Shorts,Cecil Shorts,WR,44601.0,2495341,Mount Union (OH),72.0,202.0,1987-12-22,23.36438356164384,http://www.nfl.com/player/CecilShorts/2495341/profile,Kent,OH,USA,Collinwood HS,Cleveland,OH,USA,,4.5,34.5,21.0,4.07,114.0,6.5,,,2011
733,20110132,120,17550,2011,WR,69.88,199,,Kealoha,Pilares,Kealoha Pilares,WR,96813.0,2495326,Hawaii,70.0,205.0,1988-02-20,23.2,http://www.nfl.com/player/KealohaPilares/2495326/profile,Honolulu,HI,USA,Damien HS,Honolulu,HI,USA,,4.56,,19.0,,,,,,2011
737,20110148,765,17529,2011,WR,71.63,194,,Denarius,Moore,Denarius Moore,WR,37998.0,2495315,Tennessee,72.0,190.0,1988-12-09,22.3972602739726,http://www.nfl.com/player/DenariusMoore/2495315/profile,Tatum,TX,USA,Tatum HS,,TX,USA,,4.43,36.0,13.0,4.15,118.0,6.78,,,2011
739,20110153,2303,17491,2011,WR,69.5,189,,Jeremy,Kerley,Jeremy Kerley,WR,76109.0,2495189,Texas Christian,69.0,188.0,1988-11-08,22.48219178082192,http://www.nfl.com/player/JeremyKerley/2495189/profile,Austin,TX,USA,Hutto HS,,TX,USA,,4.56,34.5,16.0,,120.0,,,,2011
740,20110155,2086,17545,2011,WR,72.88,224,,Niles,Paul,Niles Paul,WR,68588.0,2495211,Nebraska,73.0,242.0,1989-08-09,21.731506849315068,http://www.nfl.com/player/NilesPaul/2495211/profile,Omaha,NE,USA,Millard North HS,Omaha,NE,USA,,4.45,34.5,24.0,4.14,117.0,6.9,,,2011
742,20110167,93,17624,2011,WR,73.13,202,,Ryan,Whalen,Ryan Whalen,WR,94305.0,2495245,Stanford,73.0,200.0,1989-07-26,21.76986301369863,http://www.nfl.com/player/RyanWhalen/2495245/profile,Alamo,CA,USA,Monte Vista HS,Danville,CA,USA,,4.53,38.5,18.0,4.09,123.0,6.67,,,2011
744,20110176,526,17451,2011,WR,70.38,203,,Dwayne,Harris,Dwayne Harris,WR,27858.0,2495159,East Carolina (NC),71.0,206.0,1987-09-16,23.63013698630137,http://www.nfl.com/player/DwayneHarris/2495159/profile,Atlanta,GA,USA,Tucker HS,,GA,USA,,4.53,34.0,10.0,4.21,111.0,6.77,,,2011
746,20110178,1713,17564,2011,WR,69.63,184,,Aldrick,Robinson,Aldrick Robinson,WR,75205.0,2495331,Southern Methodist,70.0,187.0,1988-09-24,22.605479452054794,http://www.nfl.com/player/AldrickRobinson/2495331/profile,Dallas,TX,USA,Waxahachie HS,,TX,USA,,4.35,40.0,17.0,4.09,126.0,6.65,,,2011
754,20120013,3076,17734,2012,WR,74.63,220,,Michael,Floyd,Michael Floyd,WR,46556.0,2532841,Notre Dame,75.0,220.0,1989-11-27,22.42739726027397,http://www.nfl.com/player/MichaelFloyd/2532841/profile,St. Paul,MN,USA,Cretin-Derham Hall HS,,MN,USA,,4.4,36.5,16.0,,122.0,,,,2012
755,20120020,4671,17968,2012,WR,70.25,196,,Kendall,Wright,Kendall Wright,WR,76706.0,2532977,Baylor,70.0,185.0,1989-11-12,22.46849315068493,http://www.nfl.com/player/KendallWright/2532977/profile,Mount Pleasant,TX,USA,Pittsburg HS,,TX,USA,,4.49,38.5,,4.18,121.0,6.93,,,2012
757,20120030,432,17795,2012,WR,72.25,190,,A.J.,Jenkins,A.J. Jenkins,WR,61801.0,2532876,Illinois,72.0,200.0,1989-09-08,22.646575342465752,http://www.nfl.com/player/A.J.Jenkins/2532876/profile,Jacksonville,FL,USA,Terry Parker HS,Jacksonville,FL,USA,,4.37,38.5,12.0,,124.0,,,,2012
759,20120033,1732,17892,2012,WR,75.5,220,,Brian,Quick,Brian Quick,WR,28608.0,2532933,Appalachian State (NC),75.0,218.0,1989-06-05,22.90684931506849,http://www.nfl.com/player/BrianQuick/2532933/profile,Columbia,SC,USA,Ridge View HS,Columbia,SC,USA,,4.5,34.0,15.0,4.23,119.0,7.1,,,2012
761,20120043,126,17774,2012,WR,76.0,215,,Stephen,Hill,Stephen Hill,WR,30332.0,2533537,Georgia Tech,76.0,215.0,1991-04-25,21.019178082191782,http://www.nfl.com/player/StephenHill/2533537/profile,Tucker,GA,USA,Miller Grove HS,Lithonia,GA,USA,,4.28,39.5,14.0,4.48,133.0,6.88,,,2012
762,20120045,8602,17794,2012,WR,74.88,216,,Alshon,Jeffery,Alshon Jeffery,WR,29208.0,2533039,South Carolina,75.0,218.0,1990-02-14,22.21095890410959,http://www.nfl.com/player/AlshonJeffery/2533039/profile,St. Matthews,SC,USA,Calhoun County HS,St. Matthews,SC,USA,,4.48,,,,,,,,2012
763,20120054,507,17689,2012,WR,70.13,192,,Ryan,Broyles,Ryan Broyles,WR,73019.0,2532807,Oklahoma,70.0,188.0,1988-04-09,24.063013698630137,http://www.nfl.com/player/RyanBroyles/2532807/profile,Oklahoma City,OK,USA,Norman HS,,OK,USA,,4.57,,21.0,,,,,,2012
765,20120063,3177,17895,2012,WR,74.88,210,,Rueben,Randle,Rueben Randle,WR,70803.0,2533533,Louisiana State,74.0,203.0,1991-05-07,20.98630136986301,http://www.nfl.com/player/RuebenRandle/2533533/profile,Bastrop,LA,USA,Bastrop HS,,LA,USA,,4.55,31.0,15.0,4.36,121.0,6.99,,,2012
768,20120068,276,17884,2012,WR,73.63,211,,DeVier,Posey,DeVier Posey,WR,43210.0,2532930,Ohio State,73.0,210.0,1990-03-15,22.13150684931507,http://www.nfl.com/player/DeVierPosey/2532930/profile,Redwood City,CA,USA,La Salle HS,Cincinnati,OH,USA,,4.39,36.5,14.0,4.15,123.0,7.03,,,2012
769,20120069,459,17750,2012,WR,71.38,188,,T.J.,Graham,T.J. Graham,WR,27607.0,2532850,NC State,71.0,190.0,1989-07-27,22.76438356164384,http://www.nfl.com/player/T.J.Graham/2532850/profile,Raleigh,NC,USA,Wakefield HS,Raleigh,NC,USA,,4.34,33.5,8.0,4.18,120.0,6.77,,,2012
772,20120083,7160,17913,2012,WR,73.5,211,,Mohamed,Sanu,Mohamed Sanu,WR,7102.0,2533040,Rutgers,74.0,210.0,1989-08-22,22.693150684931503,http://www.nfl.com/player/MohamedSanu/2533040/profile,Sayreville,NJ,USA,South Brunswick HS,Monmouth Junction,NJ,USA,,4.62,36.0,19.0,4.22,126.0,6.88,,,2012
775,20120092,9411,17776,2012,WR,69.5,183,,T.Y.,Hilton,T.Y. Hilton,WR,33199.0,2532865,Florida International,69.0,178.0,1989-11-14,22.46301369863014,http://www.nfl.com/player/T.Y.Hilton/2532865/profile,Miami,FL,USA,Miami Springs HS,,FL,USA,,4.37,,,,,,,,2012
776,20120096,1029,17747,2012,WR,71.13,198,,Chris,Givens,Chris Givens,WR,27106.0,2535634,Wake Forest,73.0,203.0,1989-12-06,22.4027397260274,http://www.nfl.com/player/ChrisGivens/2535634/profile,Jackson,MS,USA,Wylie HS,Abilene,TX,USA,,4.35,33.5,19.0,4.23,118.0,6.97,,,2012
778,20120100,3433,17666,2012,WR,69.88,172,,Travis,Benjamin,Travis Benjamin,WR,33124.0,2532790,Miami (FL),70.0,175.0,1989-12-29,22.339726027397266,http://www.nfl.com/player/TravisBenjamin/2532790/profile,Belle Glade,FL,USA,Glades Central HS,Belle Glade,FL,USA,,4.31,38.0,14.0,,119.0,,,,2012
780,20120104,0,17649,2012,WR,70.63,179,,Joe,Adams,Joe Adams,WR,72701.0,2532782,Arkansas,71.0,185.0,1989-11-22,22.44109589041096,http://www.nfl.com/player/JoeAdams/2532782/profile,Little Rock,AR,USA,Central Arkansas Christian HS,North Little Rock,AR,USA,,4.51,36.0,,,123.0,7.09,,,2012
782,20120107,63,17969,2012,WR,69.0,187,,Devon,Wylie,Devon Wylie,WR,93740.0,2532979,Frenso State (CA),69.0,187.0,1988-09-02,23.663013698630134,http://www.nfl.com/player/DevonWylie/2532979/profile,Sacramento,CA,USA,Granite Bay HS,,CA,USA,,4.36,39.0,17.0,,123.0,,,,2012
786,20120118,3702,17967,2012,WR,69.63,182,,Jarius,Wright,Jarius Wright,WR,72701.0,2532978,Arkansas,70.0,191.0,1989-11-25,22.432876712328767,http://www.nfl.com/player/JariusWright/2532978/profile,Warren,AR,USA,Warren HS,,AR,USA,,4.39,38.0,11.0,4.03,120.0,6.93,,,2012
787,20120121,549,17836,2012,WR,71.5,188,,Keshawn,Martin,Keshawn Martin,WR,48824.0,2532900,Michigan State,71.0,195.0,1990-03-15,22.13150684931507,http://www.nfl.com/player/KeshawnMartin/2532900/profile,Inkster,MI,USA,John Glenn HS,Westland,MI,USA,,4.42,39.5,13.0,4.13,122.0,6.85,,,2012
788,20120122,735,17940,2012,WR,73.88,215,,Nick,Toon,Nick Toon,WR,53706.0,2532960,Wisconsin,76.0,218.0,1988-11-04,23.49041095890411,http://www.nfl.com/player/NickToon/2532960/profile,Madison,WI,USA,Middleton HS,,WI,USA,,4.49,37.5,18.0,,,,,,2012
791,20120166,6040,17808,2012,WR,73.88,199,,Marvin,Jones,Marvin Jones,WR,94720.0,2532884,California,74.0,198.0,1990-03-12,22.13972602739726,http://www.nfl.com/player/MarvinJones/2532884/profile,Los Angeles,CA,USA,Etiwanda HS,,CA,USA,,4.46,33.0,22.0,4.11,112.0,6.81,,,2012
792,20120168,66,17712,2012,WR,74.5,224,,Juron,Criner,Juron Criner,WR,85721.0,2532823,Arizona,75.0,221.0,1989-12-12,22.386301369863013,http://www.nfl.com/player/JuronCriner/2532823/profile,Las Vegas,NV,USA,Canyon Springs HS,North Las Vegas,NV,USA,,4.66,38.0,17.0,4.3,117.0,7.15,,,2012
795,20120183,156,17714,2012,WR,73.38,211,,B.J.,Cunningham,B.J. Cunningham,WR,48824.0,2532824,Michigan State,73.0,215.0,1989-05-29,22.926027397260277,http://www.nfl.com/player/B.J.Cunningham/2532824/profile,Westerville,OH,USA,Westerville-South HS,,OH,USA,,4.52,31.5,12.0,,116.0,7.1,,,2012
798,20120194,15,17848,2012,WR,74.75,216,,Marvin,McNutt,Marvin McNutt,WR,52242.0,2532909,Iowa,74.0,216.0,1989-07-04,22.827397260273973,http://www.nfl.com/player/MarvinMcNutt/2532909/profile,St. Louis,MO,USA,Hazelwood Central HS,Florissant,MO,USA,,4.48,37.0,,4.07,122.0,7.15,,,2012
799,20120198,18,17928,2012,WR,76.88,219,,Tommy,Streeter,Tommy Streeter,WR,33124.0,2533539,Miami (FL),77.0,215.0,1988-10-07,23.567123287671237,http://www.nfl.com/player/TommyStreeter/2533539/profile,Miami,FL,USA,Northwestern HS,Miami,FL,USA,,4.37,33.0,17.0,,125.0,7.08,,,2012
800,20120227,3784,17841,2012,WR,72.38,217,,Rishard,Matthews,Rishard Matthews,WR,89557.0,2532903,Nevada,72.0,217.0,1989-10-12,22.553424657534247,http://www.nfl.com/player/RishardMatthews/2532903/profile,San Diego,CA,USA,Saddleback HS,Santa Ana,CA,USA,,4.54,36.0,20.0,4.19,,6.88,,,2012
801,20120238,432,17770,2012,WR,72.88,225,,Junior,Hemingway,Junior Hemingway,WR,48109.0,2532862,Michigan,73.0,225.0,1988-12-27,23.34520547945205,http://www.nfl.com/player/JuniorHemingway/2532862/profile,Conway,SC,USA,Conway HS,,SC,USA,,4.48,35.5,21.0,3.98,124.0,6.59,,,2012
804,20130008,1484,17983,2013,WR,68.5,174,,Tavon,Austin,Tavon Austin,WR,26506.0,2539336,West Virginia,68.0,179.0,1991-03-15,22.12876712328767,http://www.nfl.com/player/TavonAustin/2539336/profile,Baltimore,MD,USA,Paul Laurence Dunbar HS,Baltimore,MD,USA,,4.34,32.0,14.0,4.01,120.0,,,7.0,2013
806,20130027,12231,18081,2013,WR,73.0,214,,DeAndre,Hopkins,DeAndre Hopkins,WR,29631.0,2540165,Clemson,73.0,210.0,1992-06-06,20.898630136986306,http://www.nfl.com/player/DeAndreHopkins/2540165/profile,Central,SC,USA,D.W. Daniel HS,Central,SC,USA,,4.57,36.0,15.0,4.5,115.0,,,,2013
807,20130029,2972,18166,2013,WR,73.88,216,,Cordarrelle,Patterson,Cordarrelle Patterson,WR,37998.0,2540145,Tennessee,74.0,220.0,1991-03-17,22.12328767123288,http://www.nfl.com/player/CordarrellePatterson/2540145/profile,Rock Hill,SC,USA,Northwestern HS,Rock Hill,SC,USA,,4.42,37.0,,,128.0,,,11.0,2013
808,20130034,2436,18086,2013,WR,76.0,196,,Justin,Hunter,Justin Hunter,WR,37998.0,2540151,Tennessee,76.0,203.0,1991-05-20,21.947945205479453,http://www.nfl.com/player/JustinHunter/2540151/profile,Virginia Beach,VA,USA,Ocean Lakes HS,Virginia Beach,VA,USA,,4.44,39.5,,4.33,136.0,,,12.0,2013
812,20130041,8932,18263,2013,WR,73.0,201,,Robert,Woods,Robert Woods,WR,90089.0,2540169,USC,72.0,193.0,1992-04-10,21.054794520547944,http://www.nfl.com/player/RobertWoods/2540169/profile,Gardena,CA,USA,Junipero Serra HS,Gardena,CA,USA,,4.51,33.5,14.0,4.47,117.0,7.15,,23.0,2013
820,20130074,4496,18254,2013,WR,74.0,208,,Terrance,Williams,Terrance Williams,WR,76706.0,2539205,Baylor,74.0,210.0,1989-09-18,23.616438356164384,http://www.nfl.com/player/TerranceWilliams/2539205/profile,Dallas,TX,USA,W.T. White HS,Dallas,TX,USA,,4.52,32.5,11.0,4.32,119.0,7.01,,,2013
821,20130078,4393,18060,2013,WR,68.88,183,,Marquise,Goodwin,Marquise Goodwin,WR,78712.0,2539964,Texas,69.0,179.0,1990-11-19,22.446575342465756,http://www.nfl.com/player/MarquiseGoodwin/2539964/profile,Lubbock,TX,USA,Rowlett HS,,TX,USA,,4.27,,13.0,,132.0,,,,2013
822,20130079,2560,18244,2013,WR,71.0,189,,Markus,Wheaton,Markus Wheaton,WR,97331.0,2539291,Oregon State,71.0,185.0,1991-02-07,22.22739726027397,http://www.nfl.com/player/MarkusWheaton/2539291/profile,Phoenix,AZ,USA,Chandler HS,,AZ,USA,,4.45,37.0,20.0,4.02,120.0,6.8,,,2013
824,20130092,1704,17986,2013,WR,70.25,193,,Stedman,Bailey,Stedman Bailey,WR,26506.0,2540157,West Virginia,70.0,193.0,1990-11-11,22.46849315068493,http://www.nfl.com/player/StedmanBailey/2540157/profile,,,,Miramar HS,,FL,USA,,4.52,34.5,11.0,4.09,117.0,6.81,,,2013
826,20130101,207,18192,2013,WR,67.0,173,,Ace,Sanders,Ace Sanders,WR,29208.0,2540267,South Carolina,67.0,178.0,1991-11-11,21.46849315068493,http://www.nfl.com/player/AceSanders/2540267/profile,Palmetto,FL,USA,Manatee HS,Bradenton,FL,USA,,4.58,32.0,7.0,4.37,117.0,6.81,,,2013
827,20130102,303,18005,2013,WR,71.13,206,,Josh,Boyce,Josh Boyce,WR,76109.0,2540181,Texas Christian,71.0,205.0,1991-05-06,21.98630136986301,http://www.nfl.com/player/JoshBoyce/2540181/profile,Columbia,SC,USA,Copperas Cove HS,,TX,USA,,4.38,34.0,22.0,4.1,131.0,6.68,,,2013
830,20130123,267,18069,2013,WR,72.75,229,,Chris,Harper,Chris Harper,WR,66506.0,2539246,Kansas State,73.0,228.0,1989-09-10,23.638356164383563,http://www.nfl.com/player/ChrisHarper/2539246/profile,Wichita,KS,USA,Northwest HS,Wichita,KS,USA,,4.55,35.5,20.0,4.39,116.0,6.89,,33.0,2013
831,20130128,195,18167,2013,WR,72.0,204,,Quinton,Patton,Quinton Patton,WR,71272.0,2539250,Louisiana Tech,73.0,204.0,1990-08-09,22.726027397260275,http://www.nfl.com/player/QuintonPatton/2539250/profile,Nashville,TN,USA,Lavergne HS,,TN,USA,,4.53,33.0,8.0,4.01,118.0,6.91,,,2013
833,20130135,444,18186,2013,WR,70.5,199,,Denard,Robinson,Denard Robinson,WR,48109.0,2539260,Michigan,72.0,213.0,1990-09-22,22.605479452054794,http://www.nfl.com/player/DenardRobinson/2539260/profile,Deerfield Beach,FL,USA,Deerfield Beach HS,,FL,USA,,4.43,36.5,,4.22,123.0,7.09,,,2013
835,20130144,7692,18209,2013,WR,72.5,194,,Kenny,Stills,Kenny Stills,WR,73019.0,2540202,Oklahoma,73.0,196.0,1992-04-22,21.02191780821918,http://www.nfl.com/player/KennyStills/2540202/profile,Eden Prairie,MN,USA,La Costa Canyon HS,Carlsbad,CA,USA,,4.38,33.5,16.0,4.35,124.0,,,,2013
839,20130161,1430,18114,2013,WR,72.25,189,,Tavarres,King,Tavarres King,WR,30602.0,2539235,Georgia,73.0,192.0,1990-07-14,22.797260273972604,http://www.nfl.com/player/TavarresKing/2539235/profile,Cornelia,GA,USA,Habersham Central HS,Mount Airy,GA,USA,,4.47,36.5,11.0,4.33,123.0,6.91,,,2013
841,20130171,1026,18049,2013,WR,74.25,204,,Corey,Fuller,Corey Fuller,WR,24061.0,2540261,Virginia Tech,74.0,200.0,1990-06-23,22.854794520547944,http://www.nfl.com/player/CoreyFuller/2540261/profile,Baltimore,MD,USA,Woodlawn HS,,MD,USA,,4.43,31.5,12.0,,120.0,,,,2013
